
5000 0.0012348
10000 0.0012722
15000 0.0013947
20000 0.0018864
25000 0.0024037
30000 0.0029258
35000 0.0034595
40000 0.0040058
45000 0.0045861
50000 0.0051061
55000 0.0056972
60000 0.0061889
65000 0.0067653
70000 0.0073206
75000 0.0079196
80000 0.0083833
85000 0.0089851
90000 0.0096842
95000 0.0101366
100000 0.0107663
105000 0.0114217
110000 0.0119888
115000 0.0126138
120000 0.0131223
125000 0.013828
130000 0.0144702
135000 0.0148035
140000 0.0154111
145000 0.0159718
150000 0.0165031
155000 0.017116
160000 0.017863
165000 0.0184666
170000 0.0190248
175000 0.0196896
180000 0.020334
185000 0.0208974
190000 0.021539
195000 0.022231
200000 0.0230328
205000 0.0234367
210000 0.0243184
215000 0.0245557
220000 0.0254339
225000 0.0256532
230000 0.0263224
235000 0.0269462
240000 0.0278375
245000 0.0280755
250000 0.0288872
255000 0.029538
260000 0.0299886
265000 0.0309096
270000 0.031441
275000 0.0319182
280000 0.0325847
285000 0.033136
290000 0.0338197
295000 0.0345361
300000 0.035224
305000 0.0359648
310000 0.0364854
315000 0.0370258
320000 0.037613
325000 0.0384155
330000 0.0391262
335000 0.0397207
340000 0.0403696
345000 0.040852
350000 0.0414977
355000 0.0421115
360000 0.0434274
365000 0.043812
370000 0.0440666
375000 0.0445937
380000 0.0455349
385000 0.0459181
390000 0.0464689
395000 0.0475166
400000 0.0478866
405000 0.0484584
410000 0.0493664
415000 0.0497659
420000 0.0506717
425000 0.051283
430000 0.0518575
435000 0.0525688
440000 0.0531595
445000 0.0538386
450000 0.0543474
455000 0.0549134
460000 0.055421
465000 0.0562573
470000 0.0566875
475000 0.0578255
480000 0.058363
485000 0.0586556
490000 0.0595565
495000 0.0601747
