
5000 	  0.000630786
10000 	  0.00136325
15000  0.001935
20000  0.002905
25000  0.004104
30000  0.0041
35000  0.005435
40000  0.006225
45000  0.007723
50000  0.009174
55000  0.007797
60000  0.009169
65000  0.009728
70000  0.01107
75000  0.011917
80000  0.013369
85000  0.014284
90000  0.015923
95000  0.016743
100000  0.018432
105000  0.015729
110000  0.017576
115000  0.017966
120000  0.018593
125000  0.020261
130000  0.021134
135000  0.021895
140000  0.022887
145000  0.024671
150000  0.02568
155000  0.026894
160000  0.028081
165000  0.028816
170000  0.030495
175000  0.031418
180000  0.032447
185000  0.035486
190000  0.036104
195000  0.03708
200000  0.039221
205000  0.032941
210000  0.033488
215000  0.035363
220000  0.037311
225000  0.036801
230000  0.039003
235000  0.039378
240000  0.039368
245000  0.04056
250000  0.042341
255000  0.04317
260000  0.044571
265000  0.045238
270000  0.046403
275000  0.047229
280000  0.049519
285000  0.050007
290000  0.051548
295000  0.051991
300000  0.054003
305000  0.05512
310000  0.056618
315000  0.057004
320000  0.0593
325000  0.060143
330000  0.060573
335000  0.061872
340000  0.062834
345000  0.065255
350000  0.06553
355000  0.06699
360000  0.068564
365000  0.071622
370000  0.071765
375000  0.075162
380000  0.075089
385000  0.074887
390000  0.076733
395000  0.078221
400000  0.079037
405000  0.082424
410000  0.069134
415000  0.070981
420000  0.073486
425000  0.072467
430000  0.073655
435000  0.074401
440000  0.075502
445000  0.07645
450000  0.077187
455000  0.078516
460000  0.078328
465000  0.080808
470000  0.080893
475000  0.08243
480000  0.084919
485000  0.084843
490000  0.085769
495000  0.088046
