
100 0.006891
200 0.048561
300 0.158188
400 0.374277
500 0.72869
600 1.2876
700 2.04891
800 3.02171
900 4.31686
1000 6.0362
1100 8.08831
1200 10.5174
1300 13.6648
1400 16.8007
1500 20.8294
1600 24.643
1700 29.8935
1800 35.589
1900 41.8415
2000 49.2621
2100 55.7725
2200 63.425
2300 75.0422
2400 85.8949
2500 100.867
