100 0.000987
200 0.006493
300 0.022053
400 0.050717
500 0.102582
600 0.171018
700 0.270879
800 0.405068
900 0.595917
1000 0.840255
1100 1.141
1200 1.51036
1300 1.93059
1400 2.41226
1500 2.9458
1600 3.58096
1700 4.29022
1800 5.05121
1900 5.91461
2000 6.85675
2100 7.98979
2200 9.17097
2300 10.492
2400 11.8351
2500 13.3796
2600 14.9745
