5
0 7 14 20 3
4 0 10 17 49
51 1 0 43 71
7 3 10 0 20
90 101 47 3 0
0 4 7 4 1
0 0 10 3 21
0 0 0 47 3
41 21 7 0 9
21 43 32 0 27

